Store,Date,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment,Year,Month,Week,Quarter,Is_Year_End,Economic_Index
13,2011-01-21,1770177.37,0,34.8,2.934,127.4404839,7.47,2011,1,3,1,0,17.060305742971888
13,2011-01-28,1633663.12,0,31.64,2.96,127.5800323,7.47,2011,1,4,1,0,17.078986921017403
13,2011-02-04,1848186.58,0,23.35,2.974,127.7195806,7.47,2011,2,5,1,0,17.097668085676037
13,2011-02-11,1944438.9,1,30.83,3.034,127.859129,7.47,2011,2,6,1,0,17.116349263721553
13,2011-02-18,2003480.59,0,40.85,3.062,127.99525,7.47,2011,2,7,1,0,17.134571619812583
13,2011-02-25,1831933.95,0,33.17,3.12,128.13,7.47,2011,2,8,1,0,17.152610441767067
13,2011-03-04,1894960.68,0,34.23,3.23,128.26475,7.47,2011,3,9,1,0,17.170649263721554
13,2011-03-11,1852432.58,0,41.28,3.346,128.3995,7.47,2011,3,10,1,0,17.188688085676038
13,2011-03-18,1852443.78,0,44.69,3.407,128.5121935,7.47,2011,3,11,1,0,17.20377423025435
13,2011-03-25,1807545.43,0,42.38,3.435,128.6160645,7.47,2011,3,12,1,0,17.217679317269077
13,2011-04-01,1864238.64,0,42.49,3.487,128.7199355,7.193,2011,4,13,2,0,17.895166898373418
13,2011-04-08,1887465.04,0,42.75,3.547,128.8238065,7.193,2011,4,14,2,0,17.909607465591545
13,2011-04-15,1950994.04,0,41.72,3.616,128.9107333,7.193,2011,4,15,2,0,17.921692381481996
13,2011-04-22,2124316.34,0,47.55,3.655,128.9553,7.193,2011,4,16,2,0,17.927888224662865
13,2011-04-29,1895583.12,0,43.85,3.683,128.9998667,7.193,2011,4,17,2,0,17.934084067843738
13,2011-05-06,1986380.4,0,47.75,3.744,129.0444333,7.193,2011,5,18,2,0,17.940279897122203
13,2011-05-13,1958823.56,0,52.4,3.77,129.089,7.193,2011,5,19,2,0,17.94647574030307
13,2011-05-20,1860923.55,0,52.12,3.802,129.0756774,7.193,2011,5,20,2,0,17.944623578479078
13,2011-05-27,1866369.93,0,54.62,3.778,129.0623548,7.193,2011,5,21,2,0,17.942771416655084
13,2011-06-03,1935593.87,0,52.76,3.752,129.0490323,7.193,2011,6,22,2,0,17.94091926873349
13,2011-06-10,1997816.98,0,61.39,3.732,129.0357097,7.193,2011,6,23,2,0,17.939067106909498
13,2011-06-17,2086433.49,0,63.35,3.704,129.0432,7.193,2011,6,24,2,0,17.940108438759907
13,2011-06-24,2009163.08,0,66.38,3.668,129.0663,7.193,2011,6,25,2,0,17.943319894341723
13,2011-07-01,2048035.74,0,74.29,3.613,129.0894,6.877,2011,7,26,3,0,18.7711792932965
13,2011-07-08,2021699.38,0,77.3,3.563,129.1125,6.877,2011,7,27,3,0,18.774538316126222
13,2011-07-15,1956813.31,0,75.59,3.553,129.1338387,6.877,2011,7,28,3,0,18.777641224371095
13,2011-07-22,1987089.36,0,78.5,3.563,129.1507742,6.877,2011,7,29,3,0,18.78010385342446
13,2011-07-29,1880785.69,0,77.62,3.574,129.1677097,6.877,2011,7,30,3,0,18.782566482477822
13,2011-08-05,2076231.8,0,75.56,3.595,129.1846452,6.877,2011,8,31,3,0,18.78502911153119
13,2011-08-12,1970341.38,0,75.95,3.606,129.2015806,6.877,2011,8,32,3,0,18.787491726043335
13,2011-08-19,2090340.98,0,76.68,3.578,129.2405806,6.877,2011,8,33,3,0,18.793162803548057
13,2011-08-26,2035244.54,0,81.53,3.57,129.2832581,6.877,2011,8,34,3,0,18.799368634579032
13,2011-09-02,1953628.82,0,77.0,3.58,129.3259355,6.877,2011,9,35,3,0,18.805574451068782
13,2011-09-09,1872921.31,1,70.19,3.619,129.3686129,6.877,2011,9,36,3,0,18.81178026755853
13,2011-09-16,1923223.82,0,67.54,3.641,129.4306,6.877,2011,9,37,3,0,18.82079395085066
13,2011-09-23,1847430.96,0,63.6,3.648,129.5183333,6.877,2011,9,38,3,0,18.833551446851825
13,2011-09-30,1835662.69,0,68.28,3.623,129.6060667,6.877,2011,9,39,3,0,18.846308957394214
13,2011-10-07,2067232.56,0,60.62,3.592,129.6938,6.392,2011,10,40,4,0,20.290018773466834
13,2011-10-14,1929659.07,0,51.74,3.567,129.7706452,6.392,2011,10,41,4,0,20.30204086357947
13,2011-10-21,1973544.27,0,54.66,3.579,129.7821613,6.392,2011,10,42,4,0,20.303842506257823
13,2011-10-28,1948733.81,0,47.41,3.567,129.7936774,6.392,2011,10,43,4,0,20.30564414893617
13,2011-11-04,2036317.54,0,43.51,3.538,129.8051935,6.392,2011,11,44,4,1,20.307445791614516
13,2011-11-11,2111592.09,0,33.8,3.513,129.8167097,6.392,2011,11,45,4,1,20.30924744993742
13,2011-11-18,2016323.51,0,40.65,3.489,129.8268333,6.392,2011,11,46,4,1,20.31083124217772
13,2011-11-25,2864170.61,1,38.89,3.445,129.8364,6.392,2011,11,47,4,1,20.312327909887358
13,2011-12-02,2051315.66,0,33.94,3.389,129.8459667,6.392,2011,12,48,4,1,20.313824577596993
13,2011-12-09,2462779.06,0,24.82,3.341,129.8555333,6.392,2011,12,49,4,1,20.315321229662075
13,2011-12-16,2760346.71,0,27.85,3.282,129.8980645,6.392,2011,12,50,4,1,20.321975046933666
13,2011-12-23,3556766.03,0,24.76,3.186,129.9845484,6.392,2011,12,51,4,1,20.335505068836042
13,2011-12-30,1969056.91,1,31.53,3.119,130.0710323,6.392,2011,12,52,4,1,20.349035090738425
13,2012-01-06,1865752.78,0,33.8,3.08,130.1575161,6.104,2012,1,1,1,0,21.32331521952818
13,2012-01-13,1794962.64,0,25.61,3.056,130.244,6.104,2012,1,2,1,0,21.33748361730013
13,2012-01-20,1811606.21,0,32.71,3.047,130.2792258,6.104,2012,1,3,1,0,21.343254554390565
13,2012-01-27,1733983.09,0,34.32,3.058,130.3144516,6.104,2012,1,4,1,0,21.349025491480997
13,2012-02-03,1927780.74,0,31.39,3.077,130.3496774,6.104,2012,2,5,1,0,21.354796428571426
13,2012-02-10,2069284.57,1,33.73,3.116,130.3849032,6.104,2012,2,6,1,0,21.36056736566186
13,2012-02-17,2214477.06,0,36.57,3.119,130.4546207,6.104,2012,2,7,1,0,21.371988974442985
13,2012-02-24,1929768.03,0,35.38,3.145,130.5502069,6.104,2012,2,8,1,0,21.38764857470511
13,2012-03-02,1969742.76,0,32.36,3.242,130.6457931,6.104,2012,3,9,1,0,21.403308174967233
13,2012-03-09,1986445.65,0,38.24,3.38,130.7413793,6.104,2012,3,10,1,0,21.41896777522936
13,2012-03-16,2025582.62,0,52.5,3.529,130.8261935,6.104,2012,3,11,1,0,21.432862631061596
13,2012-03-23,1904421.74,0,47.83,3.671,130.8966452,6.104,2012,3,12,1,0,21.444404521625163
13,2012-03-30,1948982.7,0,53.2,3.734,130.9670968,6.104,2012,3,13,1,0,21.45594639580603
13,2012-04-06,2271614.76,0,48.85,3.793,131.0375484,5.965,2012,4,14,2,0,21.967736529756916
13,2012-04-13,2057637.86,0,51.7,3.833,131.108,5.965,2012,4,15,2,0,21.979547359597653
13,2012-04-20,1955689.12,0,50.24,3.845,131.1173333,5.965,2012,4,16,2,0,21.981112036881814
13,2012-04-27,1970121.65,0,64.8,3.842,131.1266667,5.965,2012,4,17,2,0,21.982676730930425
13,2012-05-04,1995994.51,0,54.41,3.831,131.136,5.965,2012,5,18,2,0,21.984241408214586
13,2012-05-11,2080764.17,0,56.47,3.809,131.1453333,5.965,2012,5,19,2,0,21.985806085498744
13,2012-05-18,2131900.55,0,65.17,3.808,131.0983226,5.965,2012,5,20,2,0,21.977924995808884
13,2012-05-25,2043349.41,0,62.39,3.801,131.0287742,5.965,2012,5,21,2,0,21.96626558256496
13,2012-06-01,2035431.39,0,61.11,3.788,130.9592258,5.965,2012,6,22,2,0,21.954606169321043
13,2012-06-08,2182437.9,0,68.4,3.776,130.8896774,5.965,2012,6,23,2,0,21.94294675607712
13,2012-06-15,2152229.11,0,65.97,3.756,130.8295333,5.965,2012,6,24,2,0,21.932863922883488
13,2012-06-22,2094373.0,0,72.89,3.737,130.7929,5.965,2012,6,25,2,0,21.926722548197823
13,2012-06-29,2037663.71,0,82.0,3.681,130.7562667,5.965,2012,6,26,2,0,21.920581173512154
13,2012-07-06,2184980.35,0,79.23,3.63,130.7196333,5.765,2012,7,27,3,0,22.67469788378144
13,2012-07-13,2002750.99,0,83.68,3.595,130.683,5.765,2012,7,28,3,0,22.6683434518647
13,2012-07-20,2053089.32,0,75.69,3.556,130.7012903,5.765,2012,7,29,3,0,22.671516097137904
13,2012-07-27,1914430.53,0,80.42,3.537,130.7195806,5.765,2012,7,30,3,0,22.674688742411103
13,2012-08-03,2044148.23,0,81.99,3.512,130.737871,5.765,2012,8,31,3,0,22.67786140503036
13,2012-08-10,2041019.92,0,81.69,3.509,130.7561613,5.765,2012,8,32,3,0,22.68103405030356
13,2012-08-17,2095769.18,0,79.4,3.545,130.7909677,5.765,2012,8,33,3,0,22.687071587163924
13,2012-08-24,2059458.25,0,77.37,3.582,130.8381613,5.765,2012,8,34,3,0,22.695257814397227
13,2012-08-31,2073855.42,0,79.18,3.624,130.8853548,5.765,2012,8,35,3,0,22.703444024284476
13,2012-09-07,2165796.31,1,70.65,3.689,130.9325484,5.765,2012,9,36,3,0,22.711630251517782
13,2012-09-14,1919917.03,0,68.55,3.749,130.9776667,5.765,2012,9,37,3,0,22.719456496097138
13,2012-09-21,1938379.66,0,67.96,3.821,131.0103333,5.765,2012,9,38,3,0,22.725122862098875
13,2012-09-28,1927664.11,0,64.8,3.821,131.043,5.765,2012,9,39,3,0,22.730789245446662
13,2012-10-05,2041918.74,0,61.79,3.815,131.0756667,5.621,2012,10,40,4,0,23.318923091976515
13,2012-10-12,1999079.44,0,55.1,3.797,131.1083333,5.621,2012,10,41,4,0,23.324734620174343
13,2012-10-19,2018010.15,0,52.06,3.781,131.1499677,5.621,2012,10,42,4,0,23.332141558441556
13,2012-10-26,2035189.66,0,46.97,3.755,131.1930968,5.621,2012,10,43,4,0,23.339814410247286
14,2010-02-05,2623469.95,0,27.31,2.784,181.8711898,8.992,2010,2,5,1,0,20.225888545373664
14,2010-02-12,1704218.84,1,27.73,2.773,181.982317,8.992,2010,2,6,1,0,20.238246997330958
14,2010-02-19,2204556.7,0,31.27,2.745,182.0347816,8.992,2010,2,7,1,0,20.244081583629892
14,2010-02-26,2095591.63,0,34.89,2.754,182.0774691,8.992,2010,2,8,1,0,20.248828858985764
14,2010-03-05,2237544.75,0,37.13,2.777,182.1201566,8.992,2010,3,9,1,0,20.253576134341635
14,2010-03-12,2156035.06,0,45.8,2.818,182.1628441,8.992,2010,3,10,1,0,20.258323409697507
14,2010-03-19,2066219.3,0,48.79,2.844,182.0779857,8.992,2010,3,11,1,0,20.24888631005338
14,2010-03-26,2050396.27,0,54.36,2.854,181.9718697,8.992,2010,3,12,1,0,20.23708515346975
14,2010-04-02,2495630.51,0,47.74,2.85,181.8657537,8.899,2010,4,13,2,0,20.436650601191147
14,2010-04-09,2258781.28,0,65.45,2.869,181.7596377,8.899,2010,4,14,2,0,20.424726115293858
14,2010-04-16,2121788.61,0,54.28,2.899,181.6924769,8.899,2010,4,15,2,0,20.417179110012363
14,2010-04-23,2138144.91,0,53.47,2.902,181.6772564,8.899,2010,4,16,2,0,20.415468749297677
14,2010-04-30,2082355.12,0,53.15,2.921,181.6620359,8.899,2010,4,17,2,0,20.41375838858299
14,2010-05-07,2370116.52,0,70.75,2.966,181.6468154,8.899,2010,5,18,2,0,20.412048027868302
14,2010-05-14,2129771.13,0,54.26,2.982,181.6612792,8.899,2010,5,19,2,0,20.413673356556917
14,2010-05-21,2108187.1,0,62.62,2.958,181.8538486,8.899,2010,5,20,2,0,20.43531279919092
14,2010-05-28,2227152.16,0,69.27,2.899,182.0464181,8.899,2010,5,21,2,0,20.456952253062145
14,2010-06-04,2363601.47,0,75.93,2.847,182.2389876,8.899,2010,6,22,2,0,20.478591706933365
14,2010-06-11,2249570.04,0,69.71,2.809,182.4315571,8.899,2010,6,23,2,0,20.500231160804585
14,2010-06-18,2248645.59,0,72.62,2.78,182.4424199,8.899,2010,6,24,2,0,20.501451837285092
14,2010-06-25,2246179.91,0,79.32,2.808,182.3806,8.899,2010,6,25,2,0,20.494505000561862
14,2010-07-02,2334788.42,0,76.61,2.815,182.3187801,8.743,2010,7,26,3,0,20.853114503030994
14,2010-07-09,2236209.13,0,82.45,2.793,182.2569603,8.743,2010,7,27,3,0,20.8460437264097
14,2010-07-16,2130287.27,0,77.84,2.783,182.2604411,8.743,2010,7,28,3,0,20.846441850623357
14,2010-07-23,2044155.39,0,81.46,2.771,182.3509895,8.743,2010,7,29,3,0,20.85679852453391
14,2010-07-30,2054843.28,0,79.78,2.781,182.4415378,8.743,2010,7,30,3,0,20.867155187006748
14,2010-08-06,2219813.5,0,77.17,2.784,182.5320862,8.743,2010,8,31,3,0,20.877511860917306
14,2010-08-13,2052984.81,0,78.44,2.805,182.6226346,8.743,2010,8,32,3,0,20.887868534827863
14,2010-08-20,2057138.31,0,76.01,2.779,182.6165205,8.743,2010,8,33,3,0,20.88716922109116
14,2010-08-27,2020332.07,0,71.36,2.755,182.6104063,8.743,2010,8,34,3,0,20.886469895916733
14,2010-09-03,2182563.66,0,78.37,2.715,182.6042922,8.743,2010,9,35,3,0,20.88577058218003
14,2010-09-10,2191767.76,1,70.87,2.699,182.598178,8.743,2010,9,36,3,0,20.885071257005603
14,2010-09-17,1953539.85,0,66.55,2.706,182.622509,8.743,2010,9,37,3,0,20.887854169049525
14,2010-09-24,1879891.13,0,68.59,2.713,182.6696737,8.743,2010,9,38,3,0,20.893248736131763
14,2010-10-01,1855703.66,0,70.58,2.707,182.7168385,8.724,2010,10,39,4,0,20.944158470884915
14,2010-10-08,2091663.2,0,56.49,2.764,182.7640032,8.724,2010,10,40,4,0,20.949564786795047
14,2010-10-15,1932162.63,0,58.61,2.868,182.8106203,8.724,2010,10,41,4,0,20.954908333333336
14,2010-10-22,1936621.09,0,53.15,2.917,182.8558685,8.724,2010,10,42,4,0,20.96009496790463
14,2010-10-29,1984768.34,0,61.3,2.921,182.9011166,8.724,2010,10,43,4,0,20.965281591013294
14,2010-11-05,2078417.47,0,45.65,2.917,182.9463648,8.724,2010,11,44,4,1,20.970468225584593
14,2010-11-12,2092189.06,0,46.14,2.931,182.9916129,8.724,2010,11,45,4,1,20.97565484869326
14,2010-11-19,1968462.58,0,50.02,3.0,182.8989385,8.724,2010,11,46,4,1,20.96503192342962
14,2010-11-26,2921709.71,1,46.15,3.039,182.7832769,8.724,2010,11,47,4,1,20.951774060064192
14,2010-12-03,2258489.63,0,40.93,3.046,182.6676154,8.724,2010,12,48,4,1,20.938516208161392
14,2010-12-10,2600519.26,0,30.54,3.109,182.5519538,8.724,2010,12,49,4,1,20.925258344795964
14,2010-12-17,2762861.41,0,30.51,3.14,182.517732,8.724,2010,12,50,4,1,20.921335625859697
14,2010-12-24,3818686.45,0,30.59,3.141,182.54459,8.724,2010,12,51,4,1,20.924414259513984
14,2010-12-31,1623716.46,1,29.67,3.179,182.5714479,8.724,2010,12,52,4,1,20.92749288170564
14,2011-01-07,1864746.1,0,34.32,3.193,182.5983058,8.549,2011,1,1,1,0,21.359025125745703
14,2011-01-14,1699095.9,0,24.78,3.205,182.6585782,8.549,2011,1,2,1,0,21.366075353842554
14,2011-01-21,1743188.87,0,30.55,3.229,182.9193368,8.549,2011,1,3,1,0,21.396577003158264
14,2011-01-28,1613718.38,0,24.05,3.237,183.1800955,8.549,2011,1,4,1,0,21.427078664171248
14,2011-02-04,1995891.87,0,28.73,3.231,183.4408542,8.549,2011,2,5,1,0,21.45758032518423
14,2011-02-11,1980405.03,1,30.3,3.239,183.7016129,8.549,2011,2,6,1,0,21.488081986197216
14,2011-02-18,2019031.67,0,40.7,3.245,183.9371353,8.549,2011,2,7,1,0,21.515631687916716
14,2011-02-25,1875708.88,0,35.78,3.274,184.1625632,8.549,2011,2,8,1,0,21.542000608258277
14,2011-03-04,2041215.61,0,38.65,3.433,184.3879911,8.549,2011,3,9,1,0,21.56836952859984
14,2011-03-11,1931104.67,0,45.01,3.582,184.613419,8.549,2011,3,10,1,0,21.594738448941396
14,2011-03-18,1932491.42,0,46.66,3.631,184.809719,8.549,2011,3,11,1,0,21.61770019885367
14,2011-03-25,1879451.23,0,41.76,3.625,184.9943679,8.549,2011,3,12,1,0,21.639299087612585
14,2011-04-01,1869110.55,0,37.27,3.638,185.1790167,8.521,2011,4,13,2,0,21.732075660133784
14,2011-04-08,2037798.88,0,48.71,3.72,185.3636656,8.521,2011,4,14,2,0,21.753745522825955
14,2011-04-15,1974960.86,0,53.69,3.821,185.5339821,8.521,2011,4,15,2,0,21.773733376364273
14,2011-04-22,2256461.39,0,53.04,3.892,185.6684673,8.521,2011,4,16,2,0,21.789516171810817
14,2011-04-29,1930617.64,0,66.18,3.962,185.8029526,8.521,2011,4,17,2,0,21.805298978993072
14,2011-05-06,2095599.93,0,58.21,4.046,185.9374378,8.521,2011,5,18,2,0,21.821081774439616
14,2011-05-13,2004330.3,0,60.38,4.066,186.0719231,8.521,2011,5,19,2,0,21.83686458162187
14,2011-05-20,1959967.8,0,62.28,4.062,185.9661154,8.521,2011,5,20,2,0,21.824447294918436
14,2011-05-27,2080694.24,0,69.7,3.985,185.8603077,8.521,2011,5,21,2,0,21.812030008214997
14,2011-06-03,2079899.47,0,76.38,3.922,185.7545,8.521,2011,6,22,2,0,21.799612721511558
14,2011-06-10,2132446.0,0,73.88,3.881,185.6486923,8.521,2011,6,23,2,0,21.78719543480812
14,2011-06-17,2082083.34,0,69.32,3.842,185.6719333,8.521,2011,6,24,2,0,21.7899229315808
14,2011-06-24,2069523.52,0,74.85,3.804,185.7919609,8.521,2011,6,25,2,0,21.804009024762347
14,2011-07-01,2074668.19,0,74.04,3.748,185.9119885,8.625,2011,7,26,3,0,21.55501315942029
14,2011-07-08,2063401.06,0,77.49,3.711,186.032016,8.625,2011,7,27,3,0,21.568929391304348
14,2011-07-15,1953544.76,0,78.47,3.76,186.1399808,8.625,2011,7,28,3,0,21.58144704927536
14,2011-07-22,1882070.88,0,82.33,3.811,186.2177885,8.625,2011,7,29,3,0,21.59046823188406
14,2011-07-29,1871021.01,0,81.31,3.829,186.2955962,8.625,2011,7,30,3,0,21.599489414492755
14,2011-08-05,2066020.69,0,78.22,3.842,186.3734038,8.625,2011,8,31,3,0,21.608510585507247
14,2011-08-12,1928773.82,0,77.0,3.812,186.4512115,8.625,2011,8,32,3,0,21.617531768115942
14,2011-08-19,1896873.99,0,72.98,3.747,186.5093071,8.625,2011,8,33,3,0,21.62426748985507
14,2011-08-26,2273470.62,0,72.55,3.704,186.5641172,8.625,2011,8,34,3,0,21.63062228405797
14,2011-09-02,1750891.47,0,70.63,3.703,186.6189274,8.625,2011,9,35,3,0,21.636977089855073
14,2011-09-09,2202742.9,1,71.48,3.738,186.6737376,8.625,2011,9,36,3,0,21.643331895652175
14,2011-09-16,1864637.89,0,69.17,3.742,186.8024,8.625,2011,9,37,3,0,21.65824927536232
14,2011-09-23,1871555.64,0,63.75,3.711,187.0295321,8.625,2011,9,38,3,0,21.68458343188406
14,2011-09-30,1809989.29,0,70.66,3.645,187.2566641,8.625,2011,9,39,3,0,21.710917576811593
14,2011-10-07,2078796.76,0,55.82,3.583,187.4837962,8.523,2011,10,40,4,0,21.997394837498533
14,2011-10-14,1890870.75,0,63.82,3.541,187.6917481,8.523,2011,10,41,4,0,22.021793746333454
14,2011-10-21,2009004.59,0,59.6,3.57,187.7846197,8.523,2011,10,42,4,0,22.03269033204271
14,2011-10-28,2056846.12,0,51.78,3.569,187.8774913,8.523,2011,10,43,4,0,22.043586917751966
14,2011-11-04,2174056.71,0,43.92,3.551,187.9703629,8.523,2011,11,44,4,1,22.054483503461224
14,2011-11-11,2081534.65,0,47.65,3.53,188.0632345,8.523,2011,11,45,4,1,22.06538008917048
14,2011-11-18,1969360.72,0,51.34,3.53,188.1983654,8.523,2011,11,46,4,1,22.081234940748562
14,2011-11-25,2685351.81,1,48.71,3.492,188.3504,8.523,2011,11,47,4,1,22.099073096327587
14,2011-12-02,2143080.57,0,50.19,3.452,188.5024346,8.523,2011,12,48,4,1,22.116911251906604
14,2011-12-09,2470581.29,0,46.57,3.415,188.6544692,8.523,2011,12,49,4,1,22.13474940748563
14,2011-12-16,2594363.09,0,39.93,3.413,188.7979349,8.523,2011,12,50,4,1,22.151582177636982
14,2011-12-23,3369068.99,0,42.27,3.389,188.9299752,8.523,2011,12,51,4,1,22.167074410418866
14,2011-12-30,1914148.89,1,37.79,3.389,189.0620155,8.523,2011,12,52,4,1,22.18256664320075
14,2012-01-06,1859144.96,0,35.88,3.422,189.1940558,8.424,2012,1,1,1,0,22.458933499525166
14,2012-01-13,1696248.27,0,41.18,3.513,189.3260962,8.424,2012,1,2,1,0,22.474607811016146
14,2012-01-20,1789113.32,0,31.85,3.533,189.4214733,8.424,2012,1,3,1,0,22.485929878917382
14,2012-01-27,1595362.27,0,37.93,3.567,189.5168505,8.424,2012,1,4,1,0,22.49725195868946
14,2012-02-03,1877410.36,0,42.96,3.617,189.6122277,8.424,2012,2,5,1,0,22.50857403846154
14,2012-02-10,2077256.24,1,37.0,3.64,189.7076048,8.424,2012,2,6,1,0,22.519896106362776
14,2012-02-17,2020550.99,0,36.85,3.695,189.8424834,8.424,2012,2,7,1,0,22.535907336182337
14,2012-02-24,1875040.16,0,42.86,3.739,190.0069881,8.424,2012,2,8,1,0,22.555435434472937
14,2012-03-02,1926004.99,0,41.55,3.816,190.1714927,8.424,2012,3,9,1,0,22.574963520892688
14,2012-03-09,2020839.31,0,45.52,3.848,190.3359973,8.424,2012,3,10,1,0,22.59449160731244
14,2012-03-16,1941040.5,0,50.56,3.862,190.4618964,8.424,2012,3,11,1,0,22.609436894586896
14,2012-03-23,1893447.71,0,59.45,3.9,190.5363213,8.424,2012,3,12,1,0,22.61827175925926
14,2012-03-30,1905033.01,0,50.04,3.953,190.6107463,8.424,2012,3,13,1,0,22.62710663580247
14,2012-04-06,2376022.26,0,49.73,3.996,190.6851712,8.567,2012,4,14,2,0,22.258103326718807
14,2012-04-13,1912909.69,0,51.83,4.044,190.7595962,8.567,2012,4,15,2,0,22.26679073187814
14,2012-04-20,1875686.44,0,63.13,4.027,190.8138013,8.567,2012,4,16,2,0,22.273117929263453
14,2012-04-27,1784029.95,0,53.2,4.004,190.8680064,8.567,2012,4,17,2,0,22.27944512664877
14,2012-05-04,1949354.29,0,55.21,3.951,190.9222115,8.567,2012,5,18,2,0,22.285772324034085
14,2012-05-11,1987531.05,0,61.24,3.889,190.9764167,8.567,2012,5,19,2,0,22.292099533092095
14,2012-05-18,1932233.17,0,66.3,3.848,190.9964479,8.567,2012,5,20,2,0,22.294437714485817
14,2012-05-25,2030869.61,0,67.21,3.798,191.0028096,8.567,2012,5,21,2,0,22.295180296486517
14,2012-06-01,2049485.49,0,74.48,3.742,191.0091712,8.567,2012,6,22,2,0,22.29592286681452
14,2012-06-08,2099615.88,0,64.3,3.689,191.0155329,8.567,2012,6,23,2,0,22.296665448815222
14,2012-06-15,1905733.68,0,71.93,3.62,191.0299731,8.567,2012,6,24,2,0,22.29835100968834
14,2012-06-22,1660228.88,0,74.22,3.564,191.0646096,8.567,2012,6,25,2,0,22.30239402357885
14,2012-06-29,1591835.02,0,75.22,3.506,191.0992462,8.567,2012,6,26,2,0,22.30643704914206
14,2012-07-06,1862128.95,0,82.99,3.475,191.1338827,8.684,2012,7,27,3,0,22.009889762782127
14,2012-07-13,1544422.35,0,79.97,3.523,191.1685192,8.684,2012,7,28,3,0,22.013878304928607
14,2012-07-20,1553250.16,0,78.89,3.567,191.1670428,8.684,2012,7,29,3,0,22.01370829111009
14,2012-07-27,1479514.66,0,77.2,3.647,191.1655664,8.684,2012,7,30,3,0,22.01353827729157
14,2012-08-03,1656886.46,0,76.58,3.654,191.16409,8.684,2012,8,31,3,0,22.013368263473055
14,2012-08-10,1648570.03,0,78.65,3.722,191.1626135,8.684,2012,8,32,3,0,22.013198238139108
14,2012-08-17,1660433.3,0,75.71,3.807,191.2284919,8.684,2012,8,33,3,0,22.020784419622295
14,2012-08-24,1621841.33,0,72.62,3.834,191.3448865,8.684,2012,8,34,3,0,22.034187759097193
14,2012-08-31,1613342.19,0,75.09,3.867,191.461281,8.684,2012,8,35,3,0,22.04759108705666
14,2012-09-07,1904512.34,1,75.7,3.911,191.5776756,8.684,2012,9,36,3,0,22.060994426531554
14,2012-09-14,1554794.22,0,67.87,3.948,191.69985,8.684,2012,9,37,3,0,22.075063334868727
14,2012-09-21,1565352.46,0,65.32,4.038,191.8567038,8.684,2012,9,38,3,0,22.093125725472134
14,2012-09-28,1522512.2,0,64.88,3.997,192.0135577,8.684,2012,9,39,3,0,22.111188127590975
14,2012-10-05,1687592.16,0,64.89,3.985,192.1704115,8.667,2012,10,40,4,0,22.172656224760587
14,2012-10-12,1639585.61,0,54.47,4.0,192.3272654,8.667,2012,10,41,4,0,22.190754055613244
14,2012-10-19,1590274.72,0,56.47,3.969,192.3308542,8.667,2012,10,42,4,0,22.191168131994925
14,2012-10-26,1704357.62,0,58.85,3.882,192.3088989,8.667,2012,10,43,4,0,22.188634925579787
15,2010-02-05,652122.44,0,19.83,2.954,131.5279032,8.35,2010,2,5,1,0,15.751844694610778
15,2010-02-12,682447.1,1,22.0,2.94,131.5866129,8.35,2010,2,6,1,0,15.758875796407187
15,2010-02-19,660838.75,0,27.54,2.909,131.637,8.35,2010,2,7,1,0,15.764910179640719
15,2010-02-26,564883.2,0,29.87,2.91,131.686,8.35,2010,2,8,1,0,15.770778443113773
15,2010-03-05,605325.43,0,31.79,2.919,131.735,8.35,2010,3,9,1,0,15.77664670658683
15,2010-03-12,604173.59,0,41.39,2.938,131.784,8.35,2010,3,10,1,0,15.78251497005988
15,2010-03-19,593710.67,0,44.69,2.96,131.8242903,8.35,2010,3,11,1,0,15.787340155688623
15,2010-03-26,592111.49,0,39.53,2.963,131.863129,8.35,2010,3,12,1,0,15.791991497005988
15,2010-04-02,718470.71,0,45.27,2.957,131.9019677,8.185,2010,4,13,2,0,16.115084630421503
15,2010-04-09,634605.77,0,57.77,2.992,131.9408065,8.185,2010,4,14,2,0,16.119829749541847
15,2010-04-16,641208.65,0,49.63,3.01,131.9809,8.185,2010,4,15,2,0,16.124728161270614
15,2010-04-23,643097.6,0,46.54,3.021,132.0226667,8.185,2010,4,16,2,0,16.129830995723886
15,2010-04-30,570791.11,0,49.09,3.042,132.0644333,8.185,2010,4,17,2,0,16.13493381795968
15,2010-05-07,661348.88,0,63.16,3.095,132.1062,8.185,2010,5,18,2,0,16.14003665241295
15,2010-05-14,594385.2,0,47.13,3.112,132.152129,8.185,2010,5,19,2,0,16.145648014660964
15,2010-05-21,616598.1,0,59.09,3.096,132.2230323,8.185,2010,5,20,2,0,16.154310604764813
15,2010-05-28,744772.88,0,70.61,3.046,132.2939355,8.185,2010,5,21,2,0,16.16297318265119
15,2010-06-04,693192.5,0,69.99,3.006,132.3648387,8.185,2010,6,22,2,0,16.17163576053757
15,2010-06-11,619337.29,0,61.04,2.972,132.4357419,8.185,2010,6,23,2,0,16.180298338423945
15,2010-06-18,652329.53,0,65.83,2.942,132.4733333,8.185,2010,6,24,2,0,16.18489105681124
15,2010-06-25,672194.03,0,72.79,2.958,132.4976,8.185,2010,6,25,2,0,16.187855833842395
15,2010-07-02,709337.11,0,66.13,2.958,132.5218667,8.099,2010,7,26,3,0,16.36274437584887
15,2010-07-09,691497.62,0,77.33,2.94,132.5461333,8.099,2010,7,27,3,0,16.36574062229905
